0.698,0.441,1.211,0.871,0.636,0.439
0.202,1.075,1.460,1.224,1.221,0.867,0.414,1.865
0.429,1.647,1.828,1.096,1.662,2.309,1.906,1.669
1.669,2.785,2.055,1.372,1.675,1.952,0.971,1.580,2.494
1.934,2.273,2.618,1.745,3.087,2.744,1.895,1.878,2.792
1.704,1.297,3.027,3.177,1.708,2.568,3.577,2.948,3.339
4.552,4.015,2.183,3.425,4.650,3.033,3.626,2.936,3.692
3.887,3.253,2.778,3.432,3.173,4.690,5.086,4.715,3.181
1.097,1.077,2.056
0.618,1.957,1.435,0.220
1.760,1.017,1.214,0.238
2.066,1.544,0.619
0.409,1.649,1.786,0.386
