0.771,0.401,0.213,1.602,0.221,0.224,0.429,0.240,0.193
0.814,0.215,0.549,0.808,1.255,1.458,0.180,1.105,0.607,1.337
1.204,0.880,1.678,1.611,1.236,2.526,0.874,0.882,1.656
1.587,2.573,1.472,3.074,1.196,0.867,1.246,1.596,1.441,1.500
0.385,4.188,1.959,4.919,5.071,3.366,1.079
1.308,1.616,2.748,2.777,4.365,2.991,2.288,3.301,1.948
1.517,3.221,3.955,3.735,2.785,2.593,4.669,2.697,3.633,3.306
3.285,3.026,2.381,4.633,4.018,3.124,4.005,3.480,3.616,2.626
2.155,1.090,0.985
2.110,1.041,1.078
1.470,0.823,1.937
1.960,1.075,1.195
1.617,1.342,1.271
1.677,2.553
