0.647,0.225,0.419,0.221,1.249,0.193,0.413,0.240,0.444,0.245
1.421,0.176,1.248,0.383,0.400,0.903,0.593,0.646,0.644,1.914
2.472,0.889,1.689,0.973,1.938,1.226,0.453,0.219,2.050,0.637
2.658,1.055,0.849,2.008,2.281,1.198,1.189,1.045,1.064,3.206
1.217,2.414,3.588,1.667,4.140,1.133,1.011,1.814,1.710,2.273
2.582,0.623,1.475,2.274,4.480,2.076,1.851,2.984,3.756,1.241
3.718,4.994,3.576,2.661,1.553,1.656,3.270,3.993,2.115,4.575
3.889,4.495,1.128,3.762,4.594,2.876,2.441,2.159,4.279,4.570
2.457,1.311,0.238,0.224
2.837,0.620,0.576,0.196
2.080,0.613,1.313,0.223
1.960,1.061,0.998,0.210
2.125,0.584,1.297,0.223
1.438,2.598,0.193
